colour	x	showSelectedlegendcolour	PANEL	group
#FF0000	-2	pred.prob	1	1
#FF0000	-1.97989949748744	pred.prob	1	2
#FF0000	-1.95979899497487	pred.prob	1	3
#FF0000	-1.93969849246231	pred.prob	1	4
#FF0000	-1.91959798994975	pred.prob	1	5
#FF0000	-1.89949748743719	pred.prob	1	6
#FF0000	-1.87939698492462	pred.prob	1	7
#FF0000	-1.85929648241206	pred.prob	1	8
#FF0000	-1.8391959798995	pred.prob	1	9
#FF0000	-1.81909547738693	pred.prob	1	10
#FF0000	-1.79899497487437	pred.prob	1	11
#FF0000	-1.77889447236181	pred.prob	1	12
#FF0000	-1.75879396984925	pred.prob	1	13
#FF0000	-1.73869346733668	pred.prob	1	14
#FF0000	-1.71859296482412	pred.prob	1	15
#FF0000	-1.69849246231156	pred.prob	1	16
#FF0000	-1.67839195979899	pred.prob	1	17
#FF0000	-1.65829145728643	pred.prob	1	18
#FF0000	-1.63819095477387	pred.prob	1	19
#FF0000	-1.61809045226131	pred.prob	1	20
#FF0000	-1.59798994974874	pred.prob	1	21
#FF0000	-1.57788944723618	pred.prob	1	22
#FF0000	-1.55778894472362	pred.prob	1	23
#FF0000	-1.53768844221106	pred.prob	1	24
#FF0000	-1.51758793969849	pred.prob	1	25
#FF0000	-1.49748743718593	pred.prob	1	26
#FF0000	-1.47738693467337	pred.prob	1	27
#FF0000	-1.4572864321608	pred.prob	1	28
#FF0000	-1.43718592964824	pred.prob	1	29
#FF0000	-1.41708542713568	pred.prob	1	30
#FF0000	-1.39698492462312	pred.prob	1	31
#FF0000	-1.37688442211055	pred.prob	1	32
#FF0000	-1.35678391959799	pred.prob	1	33
#FF0000	-1.33668341708543	pred.prob	1	34
#FF0000	-1.31658291457286	pred.prob	1	35
#FF0000	-1.2964824120603	pred.prob	1	36
#FF0000	-1.27638190954774	pred.prob	1	37
#FF0000	-1.25628140703518	pred.prob	1	38
#FF0000	-1.23618090452261	pred.prob	1	39
#FF0000	-1.21608040201005	pred.prob	1	40
#FF0000	-1.19597989949749	pred.prob	1	41
#FF0000	-1.17587939698492	pred.prob	1	42
#FF0000	-1.15577889447236	pred.prob	1	43
#FF0000	-1.1356783919598	pred.prob	1	44
#FF0000	-1.11557788944724	pred.prob	1	45
#FF0000	-1.09547738693467	pred.prob	1	46
#FF0000	-1.07537688442211	pred.prob	1	47
#FF0000	-1.05527638190955	pred.prob	1	48
#FF0000	-1.03517587939698	pred.prob	1	49
#FF0000	-1.01507537688442	pred.prob	1	50
#FF0000	-0.994974874371859	pred.prob	1	51
#FF0000	-0.974874371859296	pred.prob	1	52
#FF0000	-0.954773869346734	pred.prob	1	53
#FF0000	-0.934673366834171	pred.prob	1	54
#FF0000	-0.914572864321608	pred.prob	1	55
#FF0000	-0.894472361809045	pred.prob	1	56
#FF0000	-0.874371859296482	pred.prob	1	57
#FF0000	-0.85427135678392	pred.prob	1	58
#FF0000	-0.834170854271357	pred.prob	1	59
#FF0000	-0.814070351758794	pred.prob	1	60
#FF0000	-0.793969849246231	pred.prob	1	61
#FF0000	-0.773869346733668	pred.prob	1	62
#FF0000	-0.753768844221105	pred.prob	1	63
#FF0000	-0.733668341708543	pred.prob	1	64
#FF0000	-0.71356783919598	pred.prob	1	65
#FF0000	-0.693467336683417	pred.prob	1	66
#FF0000	-0.673366834170854	pred.prob	1	67
#FF0000	-0.653266331658291	pred.prob	1	68
#FF0000	-0.633165829145729	pred.prob	1	69
#FF0000	-0.613065326633166	pred.prob	1	70
#FF0000	-0.592964824120603	pred.prob	1	71
#FF0000	-0.57286432160804	pred.prob	1	72
#FF0000	-0.552763819095477	pred.prob	1	73
#FF0000	-0.532663316582915	pred.prob	1	74
#FF0000	-0.512562814070352	pred.prob	1	75
#FF0000	-0.492462311557789	pred.prob	1	76
#FF0000	-0.472361809045226	pred.prob	1	77
#FF0000	-0.452261306532663	pred.prob	1	78
#FF0000	-0.4321608040201	pred.prob	1	79
#FF0000	-0.412060301507538	pred.prob	1	80
#FF0000	-0.391959798994975	pred.prob	1	81
#FF0000	-0.371859296482412	pred.prob	1	82
#FF0000	-0.351758793969849	pred.prob	1	83
#FF0000	-0.331658291457286	pred.prob	1	84
#FF0000	-0.311557788944724	pred.prob	1	85
#FF0000	-0.291457286432161	pred.prob	1	86
#FF0000	-0.271356783919598	pred.prob	1	87
#FF0000	-0.251256281407035	pred.prob	1	88
#FF0000	-0.231155778894472	pred.prob	1	89
#FF0000	-0.21105527638191	pred.prob	1	90
#FF0000	-0.190954773869347	pred.prob	1	91
#FF0000	-0.170854271356784	pred.prob	1	92
#FF0000	-0.150753768844221	pred.prob	1	93
#FF0000	-0.130653266331658	pred.prob	1	94
#FF0000	-0.110552763819096	pred.prob	1	95
#FF0000	-0.0904522613065326	pred.prob	1	96
#FF0000	-0.0703517587939699	pred.prob	1	97
#FF0000	-0.050251256281407	pred.prob	1	98
#FF0000	-0.0301507537688441	pred.prob	1	99
#FF0000	-0.0100502512562815	pred.prob	1	100
#FF0000	0.0100502512562812	pred.prob	1	101
#FF0000	0.0301507537688441	pred.prob	1	102
#FF0000	0.050251256281407	pred.prob	1	103
#FF0000	0.0703517587939699	pred.prob	1	104
#FF0000	0.0904522613065328	pred.prob	1	105
#FF0000	0.110552763819095	pred.prob	1	106
#FF0000	0.130653266331658	pred.prob	1	107
#FF0000	0.150753768844221	pred.prob	1	108
#FF0000	0.170854271356784	pred.prob	1	109
#FF0000	0.190954773869347	pred.prob	1	110
#FF0000	0.21105527638191	pred.prob	1	111
#FF0000	0.231155778894472	pred.prob	1	112
#FF0000	0.251256281407035	pred.prob	1	113
#FF0000	0.271356783919598	pred.prob	1	114
#FF0000	0.291457286432161	pred.prob	1	115
#FF0000	0.311557788944724	pred.prob	1	116
#FF0000	0.331658291457286	pred.prob	1	117
#FF0000	0.351758793969849	pred.prob	1	118
#FF0000	0.371859296482412	pred.prob	1	119
#FF0000	0.391959798994975	pred.prob	1	120
#FF0000	0.412060301507538	pred.prob	1	121
#FF0000	0.4321608040201	pred.prob	1	122
#FF0000	0.452261306532663	pred.prob	1	123
#FF0000	0.472361809045226	pred.prob	1	124
#FF0000	0.492462311557789	pred.prob	1	125
#FF0000	0.512562814070352	pred.prob	1	126
#FF0000	0.532663316582914	pred.prob	1	127
#FF0000	0.552763819095477	pred.prob	1	128
#FF0000	0.57286432160804	pred.prob	1	129
#FF0000	0.592964824120603	pred.prob	1	130
#FF0000	0.613065326633166	pred.prob	1	131
#FF0000	0.633165829145728	pred.prob	1	132
#FF0000	0.653266331658291	pred.prob	1	133
#FF0000	0.673366834170854	pred.prob	1	134
#FF0000	0.693467336683417	pred.prob	1	135
#FF0000	0.71356783919598	pred.prob	1	136
#FF0000	0.733668341708543	pred.prob	1	137
#FF0000	0.753768844221105	pred.prob	1	138
#FF0000	0.773869346733668	pred.prob	1	139
#FF0000	0.793969849246231	pred.prob	1	140
#FF0000	0.814070351758794	pred.prob	1	141
#FF0000	0.834170854271357	pred.prob	1	142
#FF0000	0.85427135678392	pred.prob	1	143
#FF0000	0.874371859296482	pred.prob	1	144
#FF0000	0.894472361809045	pred.prob	1	145
#FF0000	0.914572864321608	pred.prob	1	146
#FF0000	0.934673366834171	pred.prob	1	147
#FF0000	0.954773869346734	pred.prob	1	148
#FF0000	0.974874371859296	pred.prob	1	149
#FF0000	0.994974874371859	pred.prob	1	150
#FF0000	1.01507537688442	pred.prob	1	151
#FF0000	1.03517587939699	pred.prob	1	152
#FF0000	1.05527638190955	pred.prob	1	153
#FF0000	1.07537688442211	pred.prob	1	154
#FF0000	1.09547738693467	pred.prob	1	155
#FF0000	1.11557788944724	pred.prob	1	156
#FF0000	1.1356783919598	pred.prob	1	157
#FF0000	1.15577889447236	pred.prob	1	158
#FF0000	1.17587939698492	pred.prob	1	159
#FF0000	1.19597989949749	pred.prob	1	160
#FF0000	1.21608040201005	pred.prob	1	161
#FF0000	1.23618090452261	pred.prob	1	162
#FF0000	1.25628140703518	pred.prob	1	163
#FF0000	1.27638190954774	pred.prob	1	164
#FF0000	1.2964824120603	pred.prob	1	165
#FF0000	1.31658291457286	pred.prob	1	166
#FF0000	1.33668341708543	pred.prob	1	167
#FF0000	1.35678391959799	pred.prob	1	168
#FF0000	1.37688442211055	pred.prob	1	169
#FF0000	1.39698492462312	pred.prob	1	170
#FF0000	1.41708542713568	pred.prob	1	171
#FF0000	1.43718592964824	pred.prob	1	172
#FF0000	1.4572864321608	pred.prob	1	173
#FF0000	1.47738693467337	pred.prob	1	174
#FF0000	1.49748743718593	pred.prob	1	175
#FF0000	1.51758793969849	pred.prob	1	176
#FF0000	1.53768844221106	pred.prob	1	177
#FF0000	1.55778894472362	pred.prob	1	178
#FF0000	1.57788944723618	pred.prob	1	179
#FF0000	1.59798994974874	pred.prob	1	180
#FF0000	1.61809045226131	pred.prob	1	181
#FF0000	1.63819095477387	pred.prob	1	182
#FF0000	1.65829145728643	pred.prob	1	183
#FF0000	1.67839195979899	pred.prob	1	184
#FF0000	1.69849246231156	pred.prob	1	185
#FF0000	1.71859296482412	pred.prob	1	186
#FF0000	1.73869346733668	pred.prob	1	187
#FF0000	1.75879396984925	pred.prob	1	188
#FF0000	1.77889447236181	pred.prob	1	189
#FF0000	1.79899497487437	pred.prob	1	190
#FF0000	1.81909547738693	pred.prob	1	191
#FF0000	1.8391959798995	pred.prob	1	192
#FF0000	1.85929648241206	pred.prob	1	193
#FF0000	1.87939698492462	pred.prob	1	194
#FF0000	1.89949748743719	pred.prob	1	195
#FF0000	1.91959798994975	pred.prob	1	196
#FF0000	1.93969849246231	pred.prob	1	197
#FF0000	1.95979899497487	pred.prob	1	198
#FF0000	1.97989949748744	pred.prob	1	199
#FF0000	2	pred.prob	1	200
#FF0000	-2	pred.prob	2	201
#FF0000	-1.97989949748744	pred.prob	2	202
#FF0000	-1.95979899497487	pred.prob	2	203
#FF0000	-1.93969849246231	pred.prob	2	204
#FF0000	-1.91959798994975	pred.prob	2	205
#FF0000	-1.89949748743719	pred.prob	2	206
#FF0000	-1.87939698492462	pred.prob	2	207
#FF0000	-1.85929648241206	pred.prob	2	208
#FF0000	-1.8391959798995	pred.prob	2	209
#FF0000	-1.81909547738693	pred.prob	2	210
#FF0000	-1.79899497487437	pred.prob	2	211
#FF0000	-1.77889447236181	pred.prob	2	212
#FF0000	-1.75879396984925	pred.prob	2	213
#FF0000	-1.73869346733668	pred.prob	2	214
#FF0000	-1.71859296482412	pred.prob	2	215
#FF0000	-1.69849246231156	pred.prob	2	216
#FF0000	-1.67839195979899	pred.prob	2	217
#FF0000	-1.65829145728643	pred.prob	2	218
#FF0000	-1.63819095477387	pred.prob	2	219
#FF0000	-1.61809045226131	pred.prob	2	220
#FF0000	-1.59798994974874	pred.prob	2	221
#FF0000	-1.57788944723618	pred.prob	2	222
#FF0000	-1.55778894472362	pred.prob	2	223
#FF0000	-1.53768844221106	pred.prob	2	224
#FF0000	-1.51758793969849	pred.prob	2	225
#FF0000	-1.49748743718593	pred.prob	2	226
#FF0000	-1.47738693467337	pred.prob	2	227
#FF0000	-1.4572864321608	pred.prob	2	228
#FF0000	-1.43718592964824	pred.prob	2	229
#FF0000	-1.41708542713568	pred.prob	2	230
#FF0000	-1.39698492462312	pred.prob	2	231
#FF0000	-1.37688442211055	pred.prob	2	232
#FF0000	-1.35678391959799	pred.prob	2	233
#FF0000	-1.33668341708543	pred.prob	2	234
#FF0000	-1.31658291457286	pred.prob	2	235
#FF0000	-1.2964824120603	pred.prob	2	236
#FF0000	-1.27638190954774	pred.prob	2	237
#FF0000	-1.25628140703518	pred.prob	2	238
#FF0000	-1.23618090452261	pred.prob	2	239
#FF0000	-1.21608040201005	pred.prob	2	240
#FF0000	-1.19597989949749	pred.prob	2	241
#FF0000	-1.17587939698492	pred.prob	2	242
#FF0000	-1.15577889447236	pred.prob	2	243
#FF0000	-1.1356783919598	pred.prob	2	244
#FF0000	-1.11557788944724	pred.prob	2	245
#FF0000	-1.09547738693467	pred.prob	2	246
#FF0000	-1.07537688442211	pred.prob	2	247
#FF0000	-1.05527638190955	pred.prob	2	248
#FF0000	-1.03517587939698	pred.prob	2	249
#FF0000	-1.01507537688442	pred.prob	2	250
#FF0000	-0.994974874371859	pred.prob	2	251
#FF0000	-0.974874371859296	pred.prob	2	252
#FF0000	-0.954773869346734	pred.prob	2	253
#FF0000	-0.934673366834171	pred.prob	2	254
#FF0000	-0.914572864321608	pred.prob	2	255
#FF0000	-0.894472361809045	pred.prob	2	256
#FF0000	-0.874371859296482	pred.prob	2	257
#FF0000	-0.85427135678392	pred.prob	2	258
#FF0000	-0.834170854271357	pred.prob	2	259
#FF0000	-0.814070351758794	pred.prob	2	260
#FF0000	-0.793969849246231	pred.prob	2	261
#FF0000	-0.773869346733668	pred.prob	2	262
#FF0000	-0.753768844221105	pred.prob	2	263
#FF0000	-0.733668341708543	pred.prob	2	264
#FF0000	-0.71356783919598	pred.prob	2	265
#FF0000	-0.693467336683417	pred.prob	2	266
#FF0000	-0.673366834170854	pred.prob	2	267
#FF0000	-0.653266331658291	pred.prob	2	268
#FF0000	-0.633165829145729	pred.prob	2	269
#FF0000	-0.613065326633166	pred.prob	2	270
#FF0000	-0.592964824120603	pred.prob	2	271
#FF0000	-0.57286432160804	pred.prob	2	272
#FF0000	-0.552763819095477	pred.prob	2	273
#FF0000	-0.532663316582915	pred.prob	2	274
#FF0000	-0.512562814070352	pred.prob	2	275
#FF0000	-0.492462311557789	pred.prob	2	276
#FF0000	-0.472361809045226	pred.prob	2	277
#FF0000	-0.452261306532663	pred.prob	2	278
#FF0000	-0.4321608040201	pred.prob	2	279
#FF0000	-0.412060301507538	pred.prob	2	280
#FF0000	-0.391959798994975	pred.prob	2	281
#FF0000	-0.371859296482412	pred.prob	2	282
#FF0000	-0.351758793969849	pred.prob	2	283
#FF0000	-0.331658291457286	pred.prob	2	284
#FF0000	-0.311557788944724	pred.prob	2	285
#FF0000	-0.291457286432161	pred.prob	2	286
#FF0000	-0.271356783919598	pred.prob	2	287
#FF0000	-0.251256281407035	pred.prob	2	288
#FF0000	-0.231155778894472	pred.prob	2	289
#FF0000	-0.21105527638191	pred.prob	2	290
#FF0000	-0.190954773869347	pred.prob	2	291
#FF0000	-0.170854271356784	pred.prob	2	292
#FF0000	-0.150753768844221	pred.prob	2	293
#FF0000	-0.130653266331658	pred.prob	2	294
#FF0000	-0.110552763819096	pred.prob	2	295
#FF0000	-0.0904522613065326	pred.prob	2	296
#FF0000	-0.0703517587939699	pred.prob	2	297
#FF0000	-0.050251256281407	pred.prob	2	298
#FF0000	-0.0301507537688441	pred.prob	2	299
#FF0000	-0.0100502512562815	pred.prob	2	300
#FF0000	0.0100502512562812	pred.prob	2	301
#FF0000	0.0301507537688441	pred.prob	2	302
#FF0000	0.050251256281407	pred.prob	2	303
#FF0000	0.0703517587939699	pred.prob	2	304
#FF0000	0.0904522613065328	pred.prob	2	305
#FF0000	0.110552763819095	pred.prob	2	306
#FF0000	0.130653266331658	pred.prob	2	307
#FF0000	0.150753768844221	pred.prob	2	308
#FF0000	0.170854271356784	pred.prob	2	309
#FF0000	0.190954773869347	pred.prob	2	310
#FF0000	0.21105527638191	pred.prob	2	311
#FF0000	0.231155778894472	pred.prob	2	312
#FF0000	0.251256281407035	pred.prob	2	313
#FF0000	0.271356783919598	pred.prob	2	314
#FF0000	0.291457286432161	pred.prob	2	315
#FF0000	0.311557788944724	pred.prob	2	316
#FF0000	0.331658291457286	pred.prob	2	317
#FF0000	0.351758793969849	pred.prob	2	318
#FF0000	0.371859296482412	pred.prob	2	319
#FF0000	0.391959798994975	pred.prob	2	320
#FF0000	0.412060301507538	pred.prob	2	321
#FF0000	0.4321608040201	pred.prob	2	322
#FF0000	0.452261306532663	pred.prob	2	323
#FF0000	0.472361809045226	pred.prob	2	324
#FF0000	0.492462311557789	pred.prob	2	325
#FF0000	0.512562814070352	pred.prob	2	326
#FF0000	0.532663316582914	pred.prob	2	327
#FF0000	0.552763819095477	pred.prob	2	328
#FF0000	0.57286432160804	pred.prob	2	329
#FF0000	0.592964824120603	pred.prob	2	330
#FF0000	0.613065326633166	pred.prob	2	331
#FF0000	0.633165829145728	pred.prob	2	332
#FF0000	0.653266331658291	pred.prob	2	333
#FF0000	0.673366834170854	pred.prob	2	334
#FF0000	0.693467336683417	pred.prob	2	335
#FF0000	0.71356783919598	pred.prob	2	336
#FF0000	0.733668341708543	pred.prob	2	337
#FF0000	0.753768844221105	pred.prob	2	338
#FF0000	0.773869346733668	pred.prob	2	339
#FF0000	0.793969849246231	pred.prob	2	340
#FF0000	0.814070351758794	pred.prob	2	341
#FF0000	0.834170854271357	pred.prob	2	342
#FF0000	0.85427135678392	pred.prob	2	343
#FF0000	0.874371859296482	pred.prob	2	344
#FF0000	0.894472361809045	pred.prob	2	345
#FF0000	0.914572864321608	pred.prob	2	346
#FF0000	0.934673366834171	pred.prob	2	347
#FF0000	0.954773869346734	pred.prob	2	348
#FF0000	0.974874371859296	pred.prob	2	349
#FF0000	0.994974874371859	pred.prob	2	350
#FF0000	1.01507537688442	pred.prob	2	351
#FF0000	1.03517587939699	pred.prob	2	352
#FF0000	1.05527638190955	pred.prob	2	353
#FF0000	1.07537688442211	pred.prob	2	354
#FF0000	1.09547738693467	pred.prob	2	355
#FF0000	1.11557788944724	pred.prob	2	356
#FF0000	1.1356783919598	pred.prob	2	357
#FF0000	1.15577889447236	pred.prob	2	358
#FF0000	1.17587939698492	pred.prob	2	359
#FF0000	1.19597989949749	pred.prob	2	360
#FF0000	1.21608040201005	pred.prob	2	361
#FF0000	1.23618090452261	pred.prob	2	362
#FF0000	1.25628140703518	pred.prob	2	363
#FF0000	1.27638190954774	pred.prob	2	364
#FF0000	1.2964824120603	pred.prob	2	365
#FF0000	1.31658291457286	pred.prob	2	366
#FF0000	1.33668341708543	pred.prob	2	367
#FF0000	1.35678391959799	pred.prob	2	368
#FF0000	1.37688442211055	pred.prob	2	369
#FF0000	1.39698492462312	pred.prob	2	370
#FF0000	1.41708542713568	pred.prob	2	371
#FF0000	1.43718592964824	pred.prob	2	372
#FF0000	1.4572864321608	pred.prob	2	373
#FF0000	1.47738693467337	pred.prob	2	374
#FF0000	1.49748743718593	pred.prob	2	375
#FF0000	1.51758793969849	pred.prob	2	376
#FF0000	1.53768844221106	pred.prob	2	377
#FF0000	1.55778894472362	pred.prob	2	378
#FF0000	1.57788944723618	pred.prob	2	379
#FF0000	1.59798994974874	pred.prob	2	380
#FF0000	1.61809045226131	pred.prob	2	381
#FF0000	1.63819095477387	pred.prob	2	382
#FF0000	1.65829145728643	pred.prob	2	383
#FF0000	1.67839195979899	pred.prob	2	384
#FF0000	1.69849246231156	pred.prob	2	385
#FF0000	1.71859296482412	pred.prob	2	386
#FF0000	1.73869346733668	pred.prob	2	387
#FF0000	1.75879396984925	pred.prob	2	388
#FF0000	1.77889447236181	pred.prob	2	389
#FF0000	1.79899497487437	pred.prob	2	390
#FF0000	1.81909547738693	pred.prob	2	391
#FF0000	1.8391959798995	pred.prob	2	392
#FF0000	1.85929648241206	pred.prob	2	393
#FF0000	1.87939698492462	pred.prob	2	394
#FF0000	1.89949748743719	pred.prob	2	395
#FF0000	1.91959798994975	pred.prob	2	396
#FF0000	1.93969849246231	pred.prob	2	397
#FF0000	1.95979899497487	pred.prob	2	398
#FF0000	1.97989949748744	pred.prob	2	399
#FF0000	2	pred.prob	2	400
#FF0000	-2	pred.prob	3	401
#FF0000	-1.97989949748744	pred.prob	3	402
#FF0000	-1.95979899497487	pred.prob	3	403
#FF0000	-1.93969849246231	pred.prob	3	404
#FF0000	-1.91959798994975	pred.prob	3	405
#FF0000	-1.89949748743719	pred.prob	3	406
#FF0000	-1.87939698492462	pred.prob	3	407
#FF0000	-1.85929648241206	pred.prob	3	408
#FF0000	-1.8391959798995	pred.prob	3	409
#FF0000	-1.81909547738693	pred.prob	3	410
#FF0000	-1.79899497487437	pred.prob	3	411
#FF0000	-1.77889447236181	pred.prob	3	412
#FF0000	-1.75879396984925	pred.prob	3	413
#FF0000	-1.73869346733668	pred.prob	3	414
#FF0000	-1.71859296482412	pred.prob	3	415
#FF0000	-1.69849246231156	pred.prob	3	416
#FF0000	-1.67839195979899	pred.prob	3	417
#FF0000	-1.65829145728643	pred.prob	3	418
#FF0000	-1.63819095477387	pred.prob	3	419
#FF0000	-1.61809045226131	pred.prob	3	420
#FF0000	-1.59798994974874	pred.prob	3	421
#FF0000	-1.57788944723618	pred.prob	3	422
#FF0000	-1.55778894472362	pred.prob	3	423
#FF0000	-1.53768844221106	pred.prob	3	424
#FF0000	-1.51758793969849	pred.prob	3	425
#FF0000	-1.49748743718593	pred.prob	3	426
#FF0000	-1.47738693467337	pred.prob	3	427
#FF0000	-1.4572864321608	pred.prob	3	428
#FF0000	-1.43718592964824	pred.prob	3	429
#FF0000	-1.41708542713568	pred.prob	3	430
#FF0000	-1.39698492462312	pred.prob	3	431
#FF0000	-1.37688442211055	pred.prob	3	432
#FF0000	-1.35678391959799	pred.prob	3	433
#FF0000	-1.33668341708543	pred.prob	3	434
#FF0000	-1.31658291457286	pred.prob	3	435
#FF0000	-1.2964824120603	pred.prob	3	436
#FF0000	-1.27638190954774	pred.prob	3	437
#FF0000	-1.25628140703518	pred.prob	3	438
#FF0000	-1.23618090452261	pred.prob	3	439
#FF0000	-1.21608040201005	pred.prob	3	440
#FF0000	-1.19597989949749	pred.prob	3	441
#FF0000	-1.17587939698492	pred.prob	3	442
#FF0000	-1.15577889447236	pred.prob	3	443
#FF0000	-1.1356783919598	pred.prob	3	444
#FF0000	-1.11557788944724	pred.prob	3	445
#FF0000	-1.09547738693467	pred.prob	3	446
#FF0000	-1.07537688442211	pred.prob	3	447
#FF0000	-1.05527638190955	pred.prob	3	448
#FF0000	-1.03517587939698	pred.prob	3	449
#FF0000	-1.01507537688442	pred.prob	3	450
#FF0000	-0.994974874371859	pred.prob	3	451
#FF0000	-0.974874371859296	pred.prob	3	452
#FF0000	-0.954773869346734	pred.prob	3	453
#FF0000	-0.934673366834171	pred.prob	3	454
#FF0000	-0.914572864321608	pred.prob	3	455
#FF0000	-0.894472361809045	pred.prob	3	456
#FF0000	-0.874371859296482	pred.prob	3	457
#FF0000	-0.85427135678392	pred.prob	3	458
#FF0000	-0.834170854271357	pred.prob	3	459
#FF0000	-0.814070351758794	pred.prob	3	460
#FF0000	-0.793969849246231	pred.prob	3	461
#FF0000	-0.773869346733668	pred.prob	3	462
#FF0000	-0.753768844221105	pred.prob	3	463
#FF0000	-0.733668341708543	pred.prob	3	464
#FF0000	-0.71356783919598	pred.prob	3	465
#FF0000	-0.693467336683417	pred.prob	3	466
#FF0000	-0.673366834170854	pred.prob	3	467
#FF0000	-0.653266331658291	pred.prob	3	468
#FF0000	-0.633165829145729	pred.prob	3	469
#FF0000	-0.613065326633166	pred.prob	3	470
#FF0000	-0.592964824120603	pred.prob	3	471
#FF0000	-0.57286432160804	pred.prob	3	472
#FF0000	-0.552763819095477	pred.prob	3	473
#FF0000	-0.532663316582915	pred.prob	3	474
#FF0000	-0.512562814070352	pred.prob	3	475
#FF0000	-0.492462311557789	pred.prob	3	476
#FF0000	-0.472361809045226	pred.prob	3	477
#FF0000	-0.452261306532663	pred.prob	3	478
#FF0000	-0.4321608040201	pred.prob	3	479
#FF0000	-0.412060301507538	pred.prob	3	480
#FF0000	-0.391959798994975	pred.prob	3	481
#FF0000	-0.371859296482412	pred.prob	3	482
#FF0000	-0.351758793969849	pred.prob	3	483
#FF0000	-0.331658291457286	pred.prob	3	484
#FF0000	-0.311557788944724	pred.prob	3	485
#FF0000	-0.291457286432161	pred.prob	3	486
#FF0000	-0.271356783919598	pred.prob	3	487
#FF0000	-0.251256281407035	pred.prob	3	488
#FF0000	-0.231155778894472	pred.prob	3	489
#FF0000	-0.21105527638191	pred.prob	3	490
#FF0000	-0.190954773869347	pred.prob	3	491
#FF0000	-0.170854271356784	pred.prob	3	492
#FF0000	-0.150753768844221	pred.prob	3	493
#FF0000	-0.130653266331658	pred.prob	3	494
#FF0000	-0.110552763819096	pred.prob	3	495
#FF0000	-0.0904522613065326	pred.prob	3	496
#FF0000	-0.0703517587939699	pred.prob	3	497
#FF0000	-0.050251256281407	pred.prob	3	498
#FF0000	-0.0301507537688441	pred.prob	3	499
#FF0000	-0.0100502512562815	pred.prob	3	500
#FF0000	0.0100502512562812	pred.prob	3	501
#FF0000	0.0301507537688441	pred.prob	3	502
#FF0000	0.050251256281407	pred.prob	3	503
#FF0000	0.0703517587939699	pred.prob	3	504
#FF0000	0.0904522613065328	pred.prob	3	505
#FF0000	0.110552763819095	pred.prob	3	506
#FF0000	0.130653266331658	pred.prob	3	507
#FF0000	0.150753768844221	pred.prob	3	508
#FF0000	0.170854271356784	pred.prob	3	509
#FF0000	0.190954773869347	pred.prob	3	510
#FF0000	0.21105527638191	pred.prob	3	511
#FF0000	0.231155778894472	pred.prob	3	512
#FF0000	0.251256281407035	pred.prob	3	513
#FF0000	0.271356783919598	pred.prob	3	514
#FF0000	0.291457286432161	pred.prob	3	515
#FF0000	0.311557788944724	pred.prob	3	516
#FF0000	0.331658291457286	pred.prob	3	517
#FF0000	0.351758793969849	pred.prob	3	518
#FF0000	0.371859296482412	pred.prob	3	519
#FF0000	0.391959798994975	pred.prob	3	520
#FF0000	0.412060301507538	pred.prob	3	521
#FF0000	0.4321608040201	pred.prob	3	522
#FF0000	0.452261306532663	pred.prob	3	523
#FF0000	0.472361809045226	pred.prob	3	524
#FF0000	0.492462311557789	pred.prob	3	525
#FF0000	0.512562814070352	pred.prob	3	526
#FF0000	0.532663316582914	pred.prob	3	527
#FF0000	0.552763819095477	pred.prob	3	528
#FF0000	0.57286432160804	pred.prob	3	529
#FF0000	0.592964824120603	pred.prob	3	530
#FF0000	0.613065326633166	pred.prob	3	531
#FF0000	0.633165829145728	pred.prob	3	532
#FF0000	0.653266331658291	pred.prob	3	533
#FF0000	0.673366834170854	pred.prob	3	534
#FF0000	0.693467336683417	pred.prob	3	535
#FF0000	0.71356783919598	pred.prob	3	536
#FF0000	0.733668341708543	pred.prob	3	537
